,Player,Event,X,Y,Distance,Slope,Type,Detail,Period,Home Team Skaters,Away Team Skaters,Result,Predicted Result,xG%
881,Autumn MacDougall,Goal,180,44,20.05617112013158,-0.07514094212828504,Snapshot,On Net,1,5,5,1,1,0.8588085
882,Lindsay Eastwood,Shot,131,6,78.05927235120758,0.5845550548471656,Wristshot,On Net,2,5,5,0,0,0.0104274275
883,Hunter Accursi,Shot,186,33,16.91892431568863,0.8063013381815075,Snapshot,On Net,2,5,5,0,0,0.043493193
884,Lenka Curmova,Shot,147,5,64.92495668077107,0.8552726740517202,Slapshot,On Net,2,5,5,0,0,0.0051302863
885,Emma Greco,Shot,133,29,68.34654343856754,0.20426437463096764,Wristshot,On Net,2,5,5,0,0,0.18403544
886,Brooke Boquist,Shot,186,50,15.88238017426859,-0.59361887584765,Snapshot,On Net,2,5,5,0,1,0.73187965
887,Lindsay Eastwood,Shot,140,18,64.80933574725172,0.43265112996350746,Snapshot,Missed,2,5,5,0,0,0.0025205861
888,Natalie Marcuzzi,Shot,185,45,15.20690632574555,-0.16822721830224246,Snapshot,On Net,2,5,5,0,1,0.86628073
889,Shiann Darkangelo,Shot,182,43,18.006943105369107,-0.027784924473725416,Snapshot,On Net,2,5,5,0,0,0.19851771
890,Neve Van Pelt,Shot,167,66,40.512343797909296,-0.8632237492131282,Wristshot,Missed,2,5,5,0,0,0.0013891805
891,Marie-Jo Pelletier,Shot,134,83,77.43545699484184,-0.7043453598597261,Wristshot,On Net,2,5,5,0,0,0.006433431
892,Marie-Jo Pelletier,Shot,129,78,79.38041320124253,-0.5463024898437905,Slapshot,On Net,2,5,5,0,0,0.030429116
893,Taytum Clairmont,Shot,174,24,31.9100297712177,0.8622072701980754,Wristshot,On Net,2,5,5,0,0,0.039560705
894,Sarah-Eve Coutu Godbout,Shot,138,36,62.33979467402824,0.10522450540683247,Wristshot,On Net,2,5,5,0,0,0.17687623
895,Emma Woods,Shot,169,28,34.2235299172952,0.5051284355053751,Snapshot,Missed,2,5,5,0,0,0.003603492
896,Brittany Colton,Shot,181,34,20.81465829649865,0.4798135413924608,Snapshot,On Net,2,5,5,0,1,0.52500385
897,Iveta Klimasova,Shot,173,52,28.622543562723422,-0.3671285201404772,Snapshot,Missed,2,5,5,0,0,0.0025787128
898,Neve Van Pelt,Shot,188,37,13.200378782444085,0.4933746973882196,Snapshot,Missed,2,5,5,0,0,0.002239735
899,Sarah-Eve Coutu Godbout,Shot,140,57,61.727222519727874,-0.2464839022304712,Slapshot,On Net,2,5,5,0,0,0.043297928
900,Brooke Boquist,Shot,169,66,38.900514135419854,-0.9467743017887453,Wristshot,On Net,2,5,5,0,0,0.043375928
901,Lindsay Eastwood,Shot,165,16,43.900455578501685,0.945028007992493,Wristshot,On Net,2,4,4,0,0,0.007863448
902,Mackenzie MacNeil,Shot,186,48,15.041608956491324,-0.41439875466521037,Snapshot,On Net,2,4,4,0,0,0.038058773
903,Dominique Kremer,Shot,170,18,38.73306081372863,1.0645772892441692,Wristshot,On Net,2,5,4,0,0,0.0039672717
904,Whitney Dove,Shot,136,23,66.90478308760892,0.31447978727257153,Wristshot,On Net,2,5,4,0,0,0.182752
905,Mikyla Grant-Mentis,Shot,164,54,37.79219496139381,-0.3307729525763588,Wristshot,On Net,2,5,5,0,0,0.050176986
906,Taylor Woods,Goal,185,48,15.976545308670458,-0.3840333062300703,Snapshot,On Net,2,5,5,1,1,0.7448896
907,Brittany Colton,Shot,154,81,59.98541489395568,-1.1088239453504043,Snapshot,On Net,2,5,5,0,0,0.093281284
908,Kristin Lewicki,Shot,176,50,25.144581921360317,-0.32308624435174554,Snapshot,On Net,2,5,5,0,0,0.48120996
909,Jordan Juron,Shot,186,34,16.3783393541592,0.6946745046867729,Snapshot,On Net,2,5,5,0,0,0.039908502
910,Jordan Juron,Shot,185,37,15.976545308670458,0.3840333062300703,Snapshot,On Net,2,5,5,0,1,0.7013149
911,Natalie Marcuzzi,Shot,162,27,41.0396150079408,0.43213053266554247,Wristshot,On Net,2,5,5,0,0,0.03125055
912,Sarah Steele,Shot,128,2,82.60901887808619,0.6304376738358848,Snapshot,On Net,2,5,5,0,0,0.027073001
913,Taytum Clairmont,Shot,180,32,22.588713996153036,0.5792200822893652,Snapshot,Missed,2,4,5,0,0,0.0025383653
914,Sarah-Eve Coutu Godbout,Shot,177,15,35.8503835404867,2.539404746056299,Wristshot,On Net,2,4,5,0,0,0.014050759
915,Emma Woods,Shot,135,34,65.55341333599647,0.13151977549933966,Slapshot,On Net,2,4,5,0,0,0.030996269
916,Emma Woods,Shot,133,32,67.81777053250866,0.1580121354852672,Slapshot,On Net,2,4,5,0,0,0.031065267
917,Megan Quinn,Goal,164,72,46.542990879400946,-1.0705207826221717,Snapshot,On Net,2,5,5,1,1,0.7950455
918,Megan Delay,Shot,152,81,61.53251173160413,-1.0339397804891588,Snapshot,Missed,3,5,5,0,0,0.001605531
919,Shiann Darkangelo,Shot,183,32,19.981241202688086,0.7103628015219682,Snapshot,On Net,3,5,5,0,0,0.019760182
920,Mackenzie MacNeil,Shot,164,64,41.93149174546501,-0.6800666350476864,Wristshot,On Net,3,5,5,0,0,0.047750007
921,Shiann Darkangelo,Shot,159,45,41.07614879708174,-0.0610512919268903,Wristshot,On Net,3,5,5,0,0,0.227296
922,Jordan Juron,Shot,177,53,25.283393759541063,-0.491124136552556,Snapshot,On Net,3,5,5,0,0,0.45878303
923,Mackenzie MacNeil,Shot,173,59,31.64253466459348,-0.7005740234022801,Wristshot,On Net,3,5,5,0,0,0.26158
924,Taylor Wasylk,Shot,142,72,65.07111494357538,-0.5575492385994895,Snapshot,On Net,3,5,5,0,0,0.033808388
925,Breanne Wilson-Bennett,Shot,170,32,31.784430150625635,0.36502849483042454,Wristshot,On Net,3,5,5,0,1,0.6416999
926,Whitney Dove,Shot,152,74,57.41297762701391,-0.7701135513442087,Fan,Missed,3,5,5,0,0,0.00039055917
927,Brooke Stacey,Shot,164,15,45.30176596999283,0.9578809064765582,Wristshot,On Net,3,4,5,0,0,0.01879304
928,Dominique Kremer,Shot,186,71,31.752952618614856,1.993664343999118,Snapshot,On Net,3,4,5,0,0,0.24544784
929,Emma Greco,Shot,147,9,62.69968101992226,0.7322983611205649,Slapshot,On Net,3,5,5,0,0,0.004344677
930,Lenka Curmova,Shot,161,72,48.9004089962446,-0.9436420969671491,Wristshot,Missed,3,5,5,0,0,0.0012328969
931,Lenka Curmova,Shot,162,71,47.5,-0.9315964599440725,Fan,Missed,3,5,5,0,0,0.00051561574
932,Taylor Wasylk,Shot,137,70,68.74045388270287,-0.466521487251246,Snapshot,Missed,3,5,5,0,0,0.0017972789
933,Lenka Curmova,Shot,167,54,34.9463875100131,-0.36331240354779853,Deflection,Missed,3,5,5,0,0,0.0014960876
934,Megan Delay,Shot,132,6,77.17674520216566,0.5950403334858404,Wristshot,Missed,3,5,5,0,0,0.001793966
935,Taylor Wasylk,Shot,171,35,29.95413160150032,0.2645451618771424,Deflection,On Net,3,5,5,0,0,0.17130888
936,Dominique Kremer,Shot,147,12,61.14940719254766,0.6487154933029801,Wristshot,Missed,3,5,5,0,0,0.0019345852
937,Megan Delay,Shot,153,19,52.547597471245055,0.5463024898437905,Wristshot,On Net,3,5,5,0,0,0.030931992
938,Jordan Juron,Shot,185,34,17.240939649566666,0.6362757584923948,Snapshot,On Net,3,5,5,0,0,0.041581545
939,Autumn MacDougall,Shot,186,63,24.82438317461282,-9.353205375108983,Wristshot,On Net,3,5,5,0,0,0.08007608
940,Shiann Darkangelo,Shot,168,34,33.10966626228661,0.2720536986587709,Wristshot,On Net,3,5,5,0,1,0.65322316
941,Shiann Darkangelo,Shot,150,36,50.42072986381692,0.13073731800446006,Snapshot,Missed,3,5,5,0,0,0.002806445
942,Shiann Darkangelo,Shot,190,51,13.124404748406688,-1.1383327132284393,Snapshot,Missed,3,5,5,0,0,0.0051775756
943,Emily Fluke,Goal,189,47,11.884864324004713,-0.43355080911096977,Wrap Around,On Net,3,6,4,1,1,0.5816343
944,Taylor Turnquist,Shot,155,82,59.876957170517606,-1.204204815826655,Snapshot,On Net,1,5,5,0,0,0.021649616
945,Briana Mastel,Shot,130,12,76.3560737597213,0.4655554619480172,Snapshot,Missed,1,5,5,0,0,0.0008678962
946,McKenna Brand,Shot,182,41,18.062391868188442,0.08352677191506926,Snapshot,On Net,1,5,5,0,1,0.7027296
947,Jordan Juron,Shot,162,29,40.326790102858425,0.3710044826835714,Wristshot,On Net,1,5,5,0,0,0.08596952
948,Alyson Matteau,Shot,139,35,61.4593361500106,0.12357413422643534,Wristshot,Missed,1,5,5,0,0,0.0019105923
949,Kristin Lewicki,Shot,172,34,29.261749776799064,0.3132537689302461,Deflection,Missed,1,5,5,0,0,0.00153927
950,Kristin Lewicki,Shot,177,48,23.648467180770936,-0.24379525833286325,Snapshot,On Net,1,5,5,0,1,0.6135354
951,Taylor Turnquist,Shot,153,80,60.1269490328588,-1.0252648223817427,Wristshot,Missed,1,5,5,0,0,0.002506691
952,Lexie Laing,Shot,176,52,25.811818998280614,-0.41789035200254593,Deflection,On Net,1,5,5,0,0,0.03175558
953,Lauren Kelly,Shot,195,16,26.9675731203236,-1.50127339580693,Wristshot,On Net,1,5,5,0,0,0.06863127
954,McKenna Brand,Shot,181,57,23.90083680543424,-0.9564801795447478,Snapshot,On Net,1,5,5,0,0,0.39473566
955,Carlee Turner,Shot,178,29,25.811818998280614,0.7043453598597261,Snapshot,Missed,1,5,5,0,0,0.0011577874
956,Christina Putigna,Shot,152,1,63.452738317585634,1.1723807848851255,Wristshot,Missed,1,5,5,0,0,0.0009848465
957,Jillian Dempsey,Shot,170,31,32.12864765283469,0.40328299030981757,Deflection,Missed,1,5,5,0,0,0.0024028302
958,Taylor Turnquist,Shot,172,5,46.80010683748489,4.242009053977159,Wristshot,Missed,1,5,5,0,0,0.0017891617
959,Kaleigh Fratkin,Shot,131,28,70.50709184188496,0.21329396061503048,Snapshot,Missed,1,5,5,0,0,0.0010089432
960,Lexie Laing,Shot,187,19,26.85609800399157,-4.1419996421170175,Wristshot,On Net,1,5,5,0,0,0.021546701
961,Tereza Vanisova,Shot,160,46,40.152833025827704,-0.08772399329615431,Wristshot,Missed,1,4,5,0,0,0.0031112763
962,Lauren Kelly,Goal,171,60,33.8710791088799,-0.6892110168166822,Snapshot,On Net,1,4,5,1,1,0.5267862
963,Jordan Juron,Shot,177,78,42.29952718411874,-36.59670605697019,Wristshot,On Net,1,5,5,0,0,0.0119834915
964,Christina Putigna,Shot,163,31,38.74596753211875,0.3212217454038446,Snapshot,On Net,1,5,5,0,0,0.14384331
965,Brooke Stacey,Shot,150,19,55.24717187331855,0.5079658971448835,Fan,Missed,1,5,5,0,0,0.001102095
966,Iveta Klimasova,Shot,150,14,57.552150263912814,0.6409685517111559,Wristshot,On Net,1,5,5,0,0,0.013632782
967,Taylor Wasylk,Shot,130,2,80.87181214737308,0.653128577035757,Snapshot,On Net,1,5,5,0,0,0.0025979807
968,Taylor Wenczkowski,Shot,139,84,73.77838436832295,-0.809203792162441,Wristshot,Missed,1,4,5,0,0,0.0028569372
969,Taylor Turnquist,Shot,181,59,25.16445906432324,-1.1815345903248633,Snapshot,On Net,1,4,5,0,0,0.15490662
970,Taylor Turnquist,Shot,134,66,70.05890378816957,-0.3719119637417332,Wristshot,Missed,1,4,4,0,0,0.008229265
971,Samantha Davis,Shot,147,26,55.509008277936296,0.32178439927534874,Wristshot,Missed,1,4,4,0,0,0.0037933653
972,Lauren Kelly,Shot,133,35,67.4184692795676,0.11241021482410007,Wristshot,Missed,1,4,4,0,0,0.002413215
973,Jordan Juron,Shot,164,19,42.99127818523194,0.7645967710668473,Slapshot,On Net,1,5,4,0,0,0.001856908
974,Jordan Juron,Shot,165,56,37.51333096380539,-0.40605383984755156,Wristshot,Missed,1,5,4,0,0,0.0017805777
975,Alyson Matteau,Shot,137,30,64.22810911119835,0.20105803970479966,Slapshot,On Net,1,5,4,0,0,0.01800742
976,Meghara McManus,Shot,168,43,32.00390601161052,-0.015626271689943825,Wristshot,On Net,1,5,4,0,0,0.45888796
977,Brooke Stacey,Shot,166,34,35.04639781775011,0.25534192122103627,Wristshot,On Net,1,5,4,0,0,0.41693595
978,Lauren Kelly,Shot,126,6,82.51212032180484,0.5375613359006159,Wristshot,Missed,1,5,5,0,0,0.0014665645
979,McKenna Brand,Shot,173,53,28.96981187374195,-0.40975665629840863,Wristshot,On Net,1,5,5,0,0,0.14516851
980,Mallory Souliotis,Shot,132,67,72.27897342934527,-0.3767386768023788,Snapshot,On Net,2,5,5,0,0,0.0629797
981,Tori Sullivan,Shot,165,57,37.88469347902923,-0.4397360487479613,Fan,Missed,2,5,5,0,0,0.0012520959
982,Carlee Turner,Shot,161,15,47.720540650751225,0.8510928969156363,Slapshot,Missed,2,5,5,0,0,0.0012037377
983,Taylor Wasylk,Shot,139,2,73.22055722268166,0.7824285387827593,Snapshot,On Net,2,5,5,0,0,0.0077488096
984,Tereza Vanisova,Shot,185,8,37.61980861195336,-1.1192136417341325,Snapshot,On Net,2,5,5,0,0,0.099554606
985,Jordan Juron,Shot,172,69,38.55191305240247,-1.387879734430335,Wristshot,On Net,2,5,5,0,0,0.010408314
986,Autumn MacDougall,Goal,187,41,13.0862523283024,0.11589941901893834,Snapshot,On Net,2,5,5,1,1,0.9488082
987,McKenna Brand,Shot,173,33,28.622543562723422,0.3671285201404772,Wristshot,On Net,2,5,5,0,0,0.06030384
988,Jillian Dempsey,Shot,178,50,23.243278598338918,-0.3547600526059541,Snapshot,Missed,2,5,5,0,0,0.0017517636
989,Taylor Wenczkowski,Shot,151,55,50.56925943693461,-0.2607837491718642,Wristshot,On Net,2,5,5,0,0,0.07828931
990,Carlee Turner,Shot,186,30,18.76832437912346,1.2418371113888722,Snapshot,On Net,2,5,5,0,0,0.039099988
991,Samantha Davis,Shot,175,58,29.415132160165456,-0.7139090066592402,Wristshot,On Net,2,5,5,0,0,0.082588926
992,Lexie Laing,Shot,175,32,27.115493725912497,0.4465725462845951,Snapshot,Missed,2,5,5,0,0,0.0014132
993,McKenna Brand,Shot,179,20,30.777426793024787,1.8332416066278896,Wristshot,Missed,2,5,5,0,0,0.002942691
994,Kaleigh Fratkin,Shot,135,46,65.09416256470314,-0.05389825493342596,Slapshot,Missed,2,5,6,0,0,0.004036239
995,Lauren Kelly,Shot,136,72,70.47162549565606,-0.49661693969756565,Slapshot,On Net,2,4,5,0,0,0.016741807
996,Taylor Turnquist,Shot,140,35,60.466933112239126,0.12565513657513097,Snapshot,On Net,2,4,5,0,0,0.16581395
997,Jillian Dempsey,Shot,150,39,50.12235030403104,0.07011455787200271,Wristshot,On Net,2,4,5,0,0,0.25510588
998,Tereza Vanisova,Shot,187,39,13.46291201783626,0.2759301619292242,Snapshot,On Net,2,5,5,0,1,0.59179395
999,Tereza Vanisova,Shot,187,38,13.756816492197604,0.36067594645330486,Snapshot,Missed,2,5,5,0,0,0.0022381383
1000,Carlee Turner,Shot,181,35,20.426698215815495,0.41660296731921953,Snapshot,On Net,2,5,4,0,1,0.6214698
1001,Taylor Wasylk,Shot,160,70,48.541219597369,-0.8211418015898941,Snapshot,Missed,2,5,4,0,0,0.0035063745
1002,Mallory Souliotis,Shot,164,25,40.02811511925087,0.5284031726612753,Snapshot,On Net,2,5,5,0,0,0.29823974
1003,Taylor Wenczkowski,Shot,163,15,46.10043383743802,0.9190544590764568,Snapshot,On Net,2,4,5,0,0,0.021271503
1004,Samantha Davis,Shot,132,31,68.96557112066861,0.17074860708449194,Slapshot,Missed,2,4,5,0,0,0.0013615893
1005,Lexie Laing,Shot,166,18,41.907636535600524,0.8781091713871755,Snapshot,On Net,2,5,5,0,0,0.010035129
1006,Mallory Souliotis,Shot,140,3,71.83488010709004,0.7734377955858881,Slapshot,On Net,2,5,5,0,0,0.009662676
1007,Kristin Lewicki,Shot,178,51,23.58495283014151,-0.40681045485472905,Snapshot,On Net,3,5,5,0,1,0.54666585
1008,Alyson Matteau,Shot,144,12,63.7671545546765,0.6057583914285228,Snapshot,Missed,3,5,5,0,0,0.0026501024
1009,Jordan Juron,Shot,171,33,30.516389039334257,0.3398301030456892,Deflection,On Net,3,5,5,0,0,0.19243288
1010,Kristin Lewicki,Shot,174,29,29.295904150580505,0.5715408742894912,Wristshot,Missed,3,5,5,0,0,0.0021839049
1011,Erin Gehen,Shot,159,28,43.48850422812907,0.3691800788966426,Snapshot,Missed,3,5,5,0,0,0.002050758
1012,Whitney Dove,Shot,137,13,69.56471806886016,0.5057712821854639,Snapshot,Missed,3,5,5,0,0,0.0027441578
1013,Tereza Vanisova,Shot,173,26,31.64253466459348,0.7005740234022801,Wristshot,On Net,3,5,5,0,0,0.07636006
1014,Christina Putigna,Shot,159,2,57.630287176102115,1.5164097380701842,Snapshot,On Net,3,5,5,0,0,0.009482278
1015,Samantha Davis,Shot,166,14,44.364963653766246,1.1116790061157693,Snapshot,Missed,3,5,5,0,0,0.001071494
1016,Lisa Chesson,Shot,172,72,40.67247226319049,-1.7578312794933089,Wristshot,Missed,3,5,4,0,0,0.0014389285
1017,Taylor Wasylk,Shot,150,56,51.79044313384468,-0.27675813587503056,Snapshot,Missed,3,5,4,0,0,0.0017089912
1018,Erin Gehen,Shot,189,48,12.298373876248844,-0.5463024898437905,Wrap Around,On Net,3,5,4,0,0,0.1988536
1019,Alyson Matteau,Shot,143,67,62.04232426336073,-0.4584087014013047,Slapshot,Missed,3,5,4,0,0,0.0015589665
1020,Lisa Chesson,Shot,165,60,39.131189606246316,-0.5463024898437905,Snapshot,On Net,3,5,5,0,0,0.07461005
1021,Christina Putigna,Shot,164,18,43.54595273960601,0.8095806400113845,Wristshot,Missed,3,5,5,0,0,0.0011162923
1022,Dominique Kremer,Shot,137,80,73.31609645909963,-0.6771687743209268,Wristshot,On Net,3,5,5,0,0,0.0060036043
1023,Carlee Turner,Shot,185,42,15.008331019803634,0.03334568450178292,Wristshot,On Net,3,5,5,0,1,0.66108
1024,Taylor Wasylk,Shot,134,6,75.4204879326566,0.6172823746861613,Wristshot,On Net,3,5,5,0,0,0.024993226
1025,Iveta Klimasova,Shot,163,14,46.703854230673514,0.9701928591330492,Snapshot,Missed,3,5,5,0,0,0.0011085464
1026,Samantha Davis,Shot,156,11,54.11330705103875,0.8698559031826748,Slapshot,On Net,3,5,5,0,0,0.0017796184
1027,Kristin Lewicki,Shot,183,42,17.00735135169495,0.02942024854248897,Snapshot,On Net,3,5,5,0,1,0.662646
1028,Brooke Stacey,Shot,172,48,28.53506614676055,-0.19899452618475072,Snapshot,On Net,3,5,5,0,1,0.63077646
1029,Christina Putigna,Shot,168,72,43.522982434571276,-1.3183850563898705,Wristshot,On Net,3,5,5,0,0,0.013806852
1030,Taylor Wasylk,Shot,138,78,71.44403404063911,-0.6446154714072984,Wristshot,On Net,3,5,4,0,0,0.009773118
1031,Tereza Vanisova,Shot,170,67,38.73306081372863,-1.0645772892441692,Wristshot,On Net,3,5,5,0,0,0.026102236
1032,Mallory Souliotis,Shot,155,27,47.59464255564905,0.3587453619695229,Slapshot,Missed,3,5,5,0,0,0.0020753527
1033,Marie-Jo Pelletier,Shot,133,25,69.24774364555137,0.2673004768832727,Wristshot,Missed,3,5,4,0,0,0.0024112323
1034,Jordan Juron,Shot,168,41,32.035136959282696,0.04690936247710255,Deflection,On Net,3,5,4,0,0,0.23733437
1035,Brooke Stacey,Shot,178,36,22.940139493908923,0.3043628042281946,Fan,Missed,3,5,4,0,0,0.0015670902
1036,Lisa Chesson,Goal,171,45,29.107559155655768,-0.08642108584224936,Snapshot,On Net,3,5,4,1,1,0.8487872
1037,Mallory Souliotis,Shot,134,16,71.12137512731317,0.4245803560077439,Slapshot,Missed,3,4,5,0,0,0.0021704226
1038,Christina Putigna,Shot,184,59,22.983689869122408,-1.6699701303536016,Wristshot,On Net,3,4,5,0,0,0.0472382
1039,Christina Putigna,Shot,185,52,17.755280904564703,-0.734232547412554,Wristshot,On Net,3,4,5,0,0,0.11385066
1040,McKenna Brand,Shot,182,64,28.040149785619906,-2.5304363816028106,Wristshot,On Net,3,4,6,0,0,0.060229953
1041,Haley Mack,Shot,170,63,36.33524459804833,-0.8141894073694067,Snapshot,On Net,1,5,5,0,0,0.22674978
1042,Emma Stauber,Shot,150,12,58.56833615529811,0.6989188622773911,Snapshot,On Net,1,5,5,0,0,0.0032347394
1043,Sarah-Eve Coutu Godbout,Shot,167,13,44.263416045307665,1.2445920698463697,Snapshot,On Net,1,5,5,0,0,0.0036571613
1044,Natalie Marcuzzi,Shot,155,43,45.002777692049186,-0.011111568381063185,Snapshot,On Net,1,5,5,0,0,0.33636343
1045,Natalie Marcuzzi,Shot,169,46,31.196954979612993,-0.11338541558668057,Wristshot,Missed,1,5,5,0,0,0.0028032092
1046,Mackenzie MacNeil,Shot,167,73,44.93606569338264,-1.3248877014621023,Snapshot,On Net,1,5,5,0,0,0.052570388
1047,Shiann Darkangelo,Shot,156,65,49.4191258522447,-0.56115037723861,Wristshot,On Net,1,5,4,0,0,0.12760037
1048,Lindsay Eastwood,Shot,157,21,48.075461516245475,0.5463024898437905,Fan,Missed,1,5,4,0,0,0.0017268807
1049,Shiann Darkangelo,Shot,167,63,38.84906691286162,-0.7157404906867865,Wristshot,On Net,1,5,4,0,0,0.086984575
1050,Shiann Darkangelo,Shot,178,65,31.468237955119125,-1.6381315966590542,Wristshot,On Net,1,5,4,0,0,0.21549393
1051,Mikyla Grant-Mentis,Goal,183,65,28.20017730440715,-3.9614524761432373,Wristshot,On Net,1,5,4,1,1,0.65450853
1052,Sydney Baldwin,Shot,130,2,80.87181214737308,0.653128577035757,Wristshot,Missed,1,5,5,0,0,0.00097579195
1053,Jonna Curtis,Shot,151,80,61.702917273010684,-0.9606021986965411,Snapshot,On Net,1,5,5,0,0,0.118395805
1054,Lindsay Eastwood,Shot,133,31,67.97977640445723,0.17334746832066483,Fan,Missed,1,5,4,0,0,0.0006193828
1055,Sarah-Eve Coutu Godbout,Shot,186,36,15.435349040433131,0.5007978862821559,Snapshot,On Net,1,5,4,0,1,0.60966945
1056,Sarah Steele,Shot,145,66,59.81011620119125,-0.45532423004513467,Slapshot,Missed,1,5,4,0,0,0.001453761
1057,Allie Thunstrom,Shot,181,37,19.78004044485248,0.29783969221519596,Snapshot,Missed,1,5,4,0,0,0.005961812
1058,Emily Fluke,Shot,163,21,42.79310692155922,0.6567146750232515,Snapshot,On Net,1,5,5,0,0,0.006518305
1059,Taylor Woods,Shot,150,59,52.652160449501025,-0.34252486753003897,Wristshot,On Net,1,5,5,0,0,0.18750905
1060,Julie Allen,Shot,171,25,33.8710791088799,0.6892110168166822,Snapshot,On Net,1,5,5,0,0,0.055835683
1061,Lindsay Eastwood,Shot,132,3,78.64000254323496,0.6564302776831635,Snapshot,On Net,1,5,5,0,0,0.0025979807
1062,Sydney Baldwin,Shot,126,6,82.51212032180484,0.5375613359006159,Wristshot,Missed,1,5,5,0,0,0.0014665645
1063,Allie Thunstrom,Shot,182,45,18.172781845386247,-0.13978889529234326,Deflection,On Net,1,5,5,0,0,0.257928
1064,Mikyla Grant-Mentis,Shot,176,42,24.005207768315607,0.02083634793849349,Deflection,On Net,1,5,5,0,0,0.21857968
1065,Allie Thunstrom,Shot,170,62,35.78058132562969,-0.7602043991336763,Wristshot,Missed,1,5,5,0,0,0.001332666
1066,Stephanie Anderson,Shot,156,61,47.73101716913227,-0.4471178511209071,Wristshot,On Net,1,5,5,0,0,0.16114299
1067,Allie Thunstrom,Shot,145,56,56.632587791835896,-0.2505056851729938,Wristshot,Missed,1,5,5,0,0,0.0033290028
1068,Taytum Clairmont,Shot,178,21,30.76117683054405,1.4822039600634074,Wristshot,On Net,1,5,5,0,0,0.017349623
1069,Natalie Marcuzzi,Shot,179,32,23.47871376374779,0.5463024898437905,Deflection,Missed,1,5,5,0,0,0.0014858674
1070,Allie Thunstrom,Shot,188,32,15.945218719101975,1.197421629234348,Wrap Around,Missed,1,5,5,0,0,0.0018525654
1071,Haley Mack,Shot,195,35,9.013878188659973,14.101419947171719,Snapshot,On Net,2,4,5,0,0,0.023749998
1072,Meghan Lorence,Shot,168,68,40.91760012512953,-1.0232211986650843,Snapshot,On Net,2,4,5,0,0,0.08259646
1073,Nina Rodgers,Goal,186,35,15.88238017426859,0.59361887584765,Snapshot,On Net,2,4,5,1,0,0.48986226
1074,Sara Bustad,Shot,183,79,40.26474885057648,1.5388411301767284,Wristshot,Missed,2,5,5,0,0,0.0012199397
1075,Mackenzie MacNeil,Shot,150,12,58.56833615529811,0.6989188622773911,Snapshot,Missed,2,5,5,0,0,0.001766088
1076,Mackenzie MacNeil,Shot,188,34,14.705441169852742,0.8566348255571434,Fan,Missed,2,5,5,0,0,0.0013018288
1077,Sarah Steele,Shot,129,36,71.29691437923523,0.09180592271718165,Slapshot,Missed,2,5,5,0,0,0.002014344
1078,Sarah-Eve Coutu Godbout,Shot,183,49,18.200274723201296,-0.40214360006872,Snapshot,On Net,2,5,4,0,0,0.48832285
1079,Amy Curlew,Shot,168,42,32.00390601161052,0.015626271689943825,Snapshot,On Net,2,5,4,0,1,0.77102315
1080,Mikyla Grant-Mentis,Shot,159,41,41.027429848821875,0.03660169763419775,Snapshot,On Net,2,5,5,0,0,0.43699116
1081,Taylor Woods,Goal,168,47,32.31485726411305,-0.14155936309019246,Snapshot,On Net,2,5,5,1,1,0.92220265
1082,Breanne Wilson-Bennett,Shot,185,62,24.60182920028509,-3.6021024479679786,Snapshot,Missed,2,5,5,0,0,0.00082045456
1083,Taylor Woods,Shot,147,81,65.50763314301624,-0.8884821720299025,Slapshot,Missed,2,5,5,0,0,0.001246153
1084,Haley Mack,Shot,187,34,15.532224567009067,0.7662911132829923,Snapshot,On Net,2,5,5,0,0,0.05789703
1085,Chelsey Brodt-Rosenthal,Shot,173,80,46.20876540224809,-5.4365313286779635,Slapshot,On Net,2,5,5,0,0,0.015309819
1086,Sarah-Eve Coutu Godbout,Shot,175,35,26.100766272276374,0.30933624960962325,Snapshot,On Net,2,5,5,0,0,0.4978491
1087,Taylor Woods,Shot,177,71,36.62308015445998,-2.903707777877241,Snapshot,On Net,2,5,5,0,0,0.06667669
1088,Natalie Marcuzzi,Shot,161,53,40.38873605350878,-0.2759301619292242,Snapshot,On Net,2,5,5,0,0,0.31543267
1089,Sara Bustad,Shot,132,53,68.8058863760943,-0.15565079581210456,Snapshot,On Net,2,5,5,0,0,0.34234858
1090,Meghan Lorence,Shot,179,43,21.005951537600005,-0.023814023984133337,Snapshot,On Net,2,5,5,0,0,0.3448345
1091,Megan Quinn,Shot,133,81,77.27386362800814,-0.6475157857331006,Snapshot,On Net,2,5,5,0,0,0.027735054
1092,Mikyla Grant-Mentis,Shot,182,39,18.33712082089225,0.19693264149950032,Snapshot,On Net,2,5,5,0,0,0.38197687
1093,Natalie Marcuzzi,Shot,162,43,38.00328933131973,-0.013158654132387594,Snapshot,Missed,2,5,5,0,0,0.0030606715
1094,Breanne Wilson-Bennett,Shot,191,26,18.7949461292125,-3.7210697122262104,Snapshot,On Net,2,5,5,0,0,0.1230754
1095,Emma Greco,Shot,178,9,40.078048854703496,20.78737951871101,Snapshot,On Net,2,5,5,0,0,0.024000658
1096,Emma Greco,Shot,146,19,58.891850030373476,0.4649118416513408,Snapshot,On Net,2,5,5,0,1,0.6313624
1097,Breanne Wilson-Bennett,Shot,177,25,28.90069203323685,0.9521079239541194,Snapshot,On Net,2,5,5,0,0,0.08679171
1098,Sydney Baldwin,Shot,145,37,55.274315916164895,0.10033467208545055,Snapshot,On Net,2,4,5,0,0,0.29750833
